Name,Type,Rating,Rank,Description,Tags,NTags
Bai Lian Cheng Shen,"Web
(52 eps)",3.896 out of 5 from 55 votes,"Rank #1,529","Luo Zheng fell from a prodigy of the family to a lowly family slave, unintentionally trained himself into a weapon. The curtains revealed the starting of a stand for himself. He marched to the peak, relying on a body comparable to God tier weapon and an unyielding will and faith. The strong contend for supremacy, different clans contend resources and land, causing the wind to blow and the clouds to move. Using a God tier body, to rival against the world strongest opponents, when Luo Zheng opened his eyes, a legend began…","{'Action', 'Based on a Web Novel', 'Adventure', 'CG Animation', 'Fantasy', 'Chinese Animation'}",
Kingsglaive: Final Fantasy XV,"Movie
(1 ep x 115 min)","3.896 out of 5 from 2,529 votes","Rank #1,530","The magical kingdom of Lucis is home to the hallowed Crystal, but the menacing empire of Niflheim will stop at nothing to make it theirs. War has raged between the two for as long as most can remember. King Regis of Lucis commands an elite force of soldiers dubbed the Kingsglaive. Wielding their king's magic, Nyx Ulric and his fellow glaives stand before the crown city of Insomnia, fighting to stay the inexorable advance of Niflheim's imperial army.","{'Based on a Video Game', 'Magic', 'Action', 'CG Animation', 'Fantasy'}",
Rakshasa Street 2nd Season,"Web
(5 eps x 23 min)",3.896 out of 5 from 151 votes,"Rank #1,531",The second season of Rakshasa Street.,"{'Chinese Animation', 'Based on a Manga', 'Action', 'Supernatural'}",
Boruto: Naruto the Movie,"Movie
(1 ep x 95 min)","3.896 out of 5 from 11,466 votes","Rank #1,534","With Naruto as the Seventh Hokage, the Hidden Leaf Village is planning to host the Chunin Exams to train new shinobi from the village and from allied villages. Among the entrants are Sasuke’s daughter, Sarada; Mitsuki, an exceptionally talented yet mysterious shinobi... and Boruto, Naruto’s talented but impetuous son. Meanwhile, Sasuke, who’s been on a mission in another dimension, appears before Naruto to warn of a strange impending danger. Shrouded with an evil aura, Momoshiki and Kinshiki appear and attempt to assassinate Naruto. Petrified, Boruto is shielded by Naruto, only for him to disappear in front of Boruto’s eyes.","{'Ninja', 'Action', 'Based on a Manga', 'Shounen'}",
Yowamushi Pedal: Glory Line,"TV
(25 eps)","3.896 out of 5 from 1,381 votes","Rank #1,532","Protagonist Onoda Sakamichi's team, Sohoku High School, won last year's national tournament, the Inter-High. The upperclassmen who pulled the team have graduated. By inspiring, supporting, and lifting each other up, the new generation of team members won a ticket to the Inter-High and a chance at a repeat championship. Their rivals, Hakone Academy, former champions seeking to reclaim their crown, and Kyoto Fushimi, home to the monstrous racer Midousuji, have gathered at the race, where they'll clash in a fierce battle for victory! Every racer carries his hopes and dreams in his heart. As sprinters who race along straight lines, climbers who are masters of the mountains, and aces who lead their teams to victory... The ""GLORY LINE"" is each racer's finish line of honor and glory, but who will be the first to cross it?!","{'School Club', 'Based on a Manga', 'Cycling', 'Sports', 'Racing'}",
Darker than Black: Gemini of the Meteor,"TV
(12 eps)","3.895 out of 5 from 19,653 votes","Rank #1,538","One fateful evening, two twins named Suou and Shion were gazing at the night sky with their father when a falling star fell upon them, turning Shion into a Contractor. Now, two years later, they try to live a normal life. But after unknown men break into their house one day, the duo escapes, Shion vanishes, and Suou finds herself with the masked Contractor Hei. Together, Suou and Hei try to discover why several nefarious syndicates are after Shion, why they’re being chased, and most importantly, what happened on that fateful night two years ago...","{'Superpowers', 'Original Work', 'Action', 'Sci Fi'}",
The God of High School,"TV
(13 eps)","3.895 out of 5 from 15,469 votes","Rank #1,543","Jin Mori has proclaimed himself the strongest high schooler. His life changes when he's invited to participate in ""God of High School,"" a tournament to determine the strongest high schooler of all. He's told that if he wins, any wish he makes will be granted... All the participants are powerful contenders who fight their hardest for their own wishes. What awaits them at the end of the tournament? A chaotic battle between unbelievably strong high school students is about to begin!","{'Hand to Hand Combat', 'Tournaments', 'Action', 'Martial Arts', 'Superpowers', 'Based on a Webtoon', 'Fantasy'}",{'Explicit Violence'}
Maria Watches Over Us Season 3,"OVA
(5 eps x 50 min)","3.895 out of 5 from 1,446 votes","Rank #1,536","At the all-girls Lillian Academy, life continues at a slow page. Yumi and Sachiko attempt to elope during the holiday, but have an unfortunate encounter with some of Sachiko's old ""friends"" instead. Back at school, Yumi and rest of the Lillian student council concoct their next fiendish scheme: trick Sachiko into fulfilling her role as a judge at Hanadera Academy's school festival. And so, with potential petite soeurs, creepy stalkers and even creepier kidnappers to keep her life interesting (not to mention her limited “alone time” with Sachiko), the saga of Yumi continues. Luckily for the duo, their time together proves all the more precious for the trials they have to face.","{'Drama', 'GL', 'School Life', 'Shoujo-ai', 'Based on a Light Novel', 'Catholic School'}",
Kiratto Pri-chan 2nd Season,"TV
(51 eps)",3.909 out of 5 from 55 votes,"Rank #1,450",Second Season of Kiratto Pri-chan.,"{'Based on a Video Game', 'Music', 'Showbiz', 'Family Friendly', 'Fashion', 'Idols'}",
Fairy Tail OVA,"OVA
(5 eps)","3.895 out of 5 from 10,835 votes","Rank #1,542",No synopsis yet - check back soon!,"{'Comedy', 'Magic', 'Based on a Manga', 'Shounen', 'Fantasy'}",
Banner of the Stars II,"TV
(10 eps)","3.895 out of 5 from 2,628 votes","Rank #1,540","Lafiel and Jinto are assigned to what they think is a routine diplomatic mission at a planet newly conquered by the Abh. But little do they know that the planet is no less than a penal colony for the galaxy's most ruthless and violent! When an all out war breaks out in the surface, the two are caught in the middle... and it may cost one of them their life!","{'Outer Space', 'Space Opera', 'War', 'Political', 'Based on a Novel', 'Sci Fi'}",
Tsubasa Reservoir Chronicle 2nd Season,"TV
(26 eps)","3.895 out of 5 from 8,145 votes","Rank #1,541","Having only recovered a portion of Sakura’s feathers, Syaoran and Sakura, along with Fai, Kurogane, and Mokona, still have a long journey ahead of them. As they continue in their search for Sakura’s memories, they visit new worlds and return to previously-visited lands; but the dangers and mysteries grow with each step they take. Syaoran’s mysterious other self shows signs of awakening, the group must each overcome hurdles from their own past, and they continue to see familiar faces in each world they visit … but does the familiar face always belong to a different person, or are others traveling between the worlds just as they are? The group will need all their courage and resolve to continue on the path to their dreams.","{'Amnesia', 'Romance', 'Based on a Manga', 'Shounen', 'Adventure', 'Fated Lovers', 'Fantasy', 'Curse'}",
Pretty Guardian Sailor Moon Eternal Movie 1,"Movie
(1 ep x 81 min)",3.896 out of 5 from 818 votes,"Rank #1,533","When a dark power enshrouds the Earth after a total solar eclipse, the scattered Sailor Guardians must reunite to bring light back into the world.","{'Romance', 'Urban Fantasy', 'Magic', 'Tokusatsu', 'Action', 'Contemporary Fantasy', 'Circus', 'Shoujo', 'Magical Girl', 'Fantasy', 'Reincarnation', 'Sentai'}",
Yaoshenji,"Web
(40 eps x 7 min)",3.894 out of 5 from 918 votes,"Rank #1,545","A warp in space-time occured because of the Space-Time Demon Spirit Book, and Nie Li, who should have died in an ambush by God-rank Demon Beasts, awoke to find himself sitting in a classroom. He had returned to his 13-year-oid self. Everything had been reset. How will he protect his true love now?","{'Cultivation', 'Xianxia', 'Action', 'Short Episodes', 'Martial Arts', 'Based on a Web Novel', 'Time Travel', 'CG Animation', 'Fantasy', 'Chinese Animation', 'Second Chance'}",
Ghost in the Shell 2: Innocence,"Movie
(1 ep x 101 min)","3.894 out of 5 from 12,096 votes","Rank #1,549","In a dystopic city of the future, there has been a rash of killings at the hands of prototype robots. These anomalies from the company Locus Solus are making headlines, and have caught the attention of the cyborg Batou and the crew of the Section 9 special forces. Yet beneath the random violence, a sinister plot is unfolding -- a situation so dangerous that it threatens not only Batou, but innocent humans and cyborgs alike. Can the team of Section 9 unravel the mystery of these murders before they suffer the same fate as the victims?","{'Based on a Manga', 'Cyberpunk', 'Cyborgs', 'Hacking', 'Sci Fi'}",
My Hero Academia - All Might: Rising The Animation,"DVD Special
(1 ep x 2 min)","3.894 out of 5 from 4,024 votes","Rank #1,548",No synopsis yet - check back soon!,"{'Superheroes', 'Based on a Manga', 'Action', 'Superpowers', 'Shounen', 'Sci Fi'}",
Wan Jie Xian Zong 4th Season,"Web
(48 eps x 8 min)",3.894 out of 5 from 161 votes,"Rank #1,551",The fourth season of Wan Jie Xian Zong.,"{'Cultivation', 'Ancient China', 'Based on a Manga', 'Action', 'Short Episodes', 'CG Animation', 'Fantasy', 'Chinese Animation'}",
"The Familiar of Zero: ""Rondo"" of Princesses","TV
(12 eps)","3.894 out of 5 from 21,772 votes","Rank #1,550","Following the war against Albion, Saito has returned to the Tristain Academy and is becoming increasingly closer to Louise. However, their newfound tranquillity is shattered when one day, the runes on the back of Saito’s hand disappear. Saito is now free from being Louise’s familiar, but not from her ‘explosive’ temper. Nevertheless, Saito refuses to leave Louise’s side and pledges to help her find a way to renew their contract and regain his powers. Soon, while on a mission to find the elf that revived Saito during the final battle against Albion, the duo encounters the mysterious Sheffield: a familiar of another void magic user. Why is Sheffield pursuing the pair and what plans does her master have for them?","{'Comedy', 'Person in a Strange World', 'Magic', 'Tsundere', 'School Life', 'Based on a Light Novel', 'Magic School', 'Fantasy', 'Isekai', 'Master-Servant Relationship'}",
Persona 3 the Movie 2: Midsummer Knight's Dream,"Movie
(1 ep x 98 min)","3.892 out of 5 from 1,896 votes","Rank #1,559","""I wish it would stay like this every day..."" Following his transfer to Gekkoukan Private Academy, Makoto Yuki is suddenly attacked by a strange monster called Shadows and is awakened to a power which allows him to summon a Persona. Seeing Makoto's potential, the members of the Specialized Extracurricular Execution Squad approach him, to join them in their battle against these creatures. Makoto, initially feeling detached from the situation, accepts their invitation indifferently, but as he learns more about the ""Dark Hour"" and engages in many harsh battles, he begins feeling a strong bond with his teammates.And so the season turned from spring to summer... the battle was far from over for the SEES team, now joined by a new member, but they all felt a sense of fulfillment even as they faced these abnormal circumstances. The wheels of fate began to turn... as they were about to learn of the new trials they must face.","{'Based on a Video Game', 'Fantasy', 'Supernatural'}",
